Name,Year,Capacity
Griffith Stadium,1943,32000
Fenway Park,1942,33200
Braves Field,1942,37746
Comiskey Park I,1942,46500
Wrigley Field,1942,40000
Crosley Field,1942,33000
League Park IV,1942,22500
Cleveland Stadium,1942,78189
Briggs Stadium,1942,58000
Polo Grounds V,1942,56000
Ebbets Field,1942,34000
Yankee Stadium I,1942,70000
Shibe Park,1942,33000
Forbes Field,1942,33467
Sportsman's Park III,1942,30611
Griffith Stadium,1942,32000
Fenway Park,1941,33200
Braves Field,1941,37746
Comiskey Park I,1941,50000
Wrigley Field,1941,40000
Crosley Field,1941,33000
League Park IV,1941,22500
Cleveland Stadium,1941,78189
Briggs Stadium,1941,58000
Polo Grounds V,1941,56000
Ebbets Field,1941,34219
Yankee Stadium I,1941,71699
Shibe Park,1941,33000
Forbes Field,1941,33537
Sportsman's Park III,1941,30611
Griffith Stadium,1941,32000
Fenway Park,1940,33200
Braves Field,1940,45000
Comiskey Park I,1940,50000
Wrigley Field,1940,40000
Crosley Field,1940,33000
League Park IV,1940,22500
Cleveland Stadium,1940,78189
Briggs Stadium,1940,58000
Polo Grounds V,1940,56000
Ebbets Field,1940,34219
Yankee Stadium I,1940,71699
Shibe Park,1940,33000
Forbes Field,1940,33537
Sportsman's Park III,1940,30611
Griffith Stadium,1940,32000
Fenway Park,1939,33200
Braves Field,1939,45000
Comiskey Park I,1939,51000
Wrigley Field,1939,40000
Crosley Field,1939,33000
League Park IV,1939,22500
Cleveland Stadium,1939,78189
Briggs Stadium,1939,58000
Polo Grounds V,1939,51856
Ebbets Field,1939,32000
Yankee Stadium I,1939,71699
Shibe Park,1939,33000
Forbes Field,1939,33537
Sportsman's Park III,1939,30611
Griffith Stadium,1939,32000
Fenway Park,1938,33200
Braves Field,1938,41700
Comiskey Park I,1938,50000
Wrigley Field,1938,40000
Crosley Field,1938,33000
League Park IV,1938,21400
Cleveland Stadium,1938,78189
Briggs Stadium,1938,58000
Polo Grounds V,1938,51856
Ebbets Field,1938,32000
Yankee Stadium I,1938,71699
Baker Bowl,1938,18000
Shibe Park,1938,33000
Forbes Field,1938,40000
Sportsman's Park III,1938,30611
Griffith Stadium,1938,32000
Fenway Park,1937,33200
Braves Field,1937,41700
Comiskey Park I,1937,52000
Wrigley Field,1937,40000
Crosley Field,1937,29448
League Park IV,1937,21400
Cleveland Stadium,1937,78189
Navin Field,1937,42000
Polo Grounds V,1937,51856
Ebbets Field,1937,35000
Yankee Stadium I,1937,71699
Baker Bowl,1937,18800
Shibe Park,1937,33000
Forbes Field,1937,41000
Sportsman's Park III,1937,30611
Griffith Stadium,1937,32000
Fenway Park,1936,33200
Braves Field,1936,46500
Comiskey Park I,1936,52000
Wrigley Field,1936,40000
Crosley Field,1936,29448
League Park IV,1936,21400
Cleveland Stadium,1936,78189
Navin Field,1936,42000
Polo Grounds V,1936,56000
Ebbets Field,1936,28000
Yankee Stadium I,1936,62000
Baker Bowl,1936,18800
Shibe Park,1936,33000
Forbes Field,1936,41000
Sportsman's Park III,1936,30611
Griffith Stadium,1936,32000
Fenway Park,1935,33200
Braves Field,1935,46500
Comiskey Park I,1935,52000
Wrigley Field,1935,40000
Crosley Field,1935,29448
League Park IV,1935,21400
Navin Field,1935,36000
Polo Grounds V,1935,56000
Ebbets Field,1935,28000
Yankee Stadium I,1935,62000
Baker Bowl,1935,18800
Shibe Park,1935,33000
Forbes Field,1935,41000
Sportsman's Park III,1935,30611
Griffith Stadium,1935,32000
Fenway Park,1934,33200
Braves Field,1934,46500
Comiskey Park I,1934,52000
Wrigley Field,1934,40000
Crosley Field,1934,29448
League Park IV,1934,21400
Navin Field,1934,36000
Polo Grounds V,1934,56000
Ebbets Field,1934,28000
Yankee Stadium I,1934,62000
Baker Bowl,1934,18800
Shibe Park,1934,33000
Forbes Field,1934,41000
Sportsman's Park III,1934,30611
Griffith Stadium,1934,32000
Fenway Park,1933,28000
Braves Field,1933,46500
Comiskey Park I,1933,52000
Wrigley Field,1933,40000
Redland Field,1933,29448
Cleveland Stadium,1933,78189
Navin Field,1933,30000
Polo Grounds V,1933,56000
Ebbets Field,1933,28000
Yankee Stadium I,1933,62000
Baker Bowl,1933,18800
Shibe Park,1933,33000
Forbes Field,1933,41000
Sportsman's Park III,1933,30611
Griffith Stadium,1933,32000
Fenway Park,1932,28000
Braves Field,1932,46500
Comiskey Park I,1932,52000
Wrigley Field,1932,40000
Redland Field,1932,29448
League Park IV,1932,21400
Cleveland Stadium,1932,78189
Navin Field,1932,30000
Polo Grounds V,1932,56000
Ebbets Field,1932,28000
Yankee Stadium I,1932,62000
Baker Bowl,1932,18800
Shibe Park,1932,33000
Forbes Field,1932,41000
Sportsman's Park III,1932,30611
Griffith Stadium,1932,32000
Fenway Park,1931,28000
Braves Field,1931,46500
Comiskey Park I,1931,52000
Wrigley Field,1931,40000
Redland Field,1931,29448
League Park IV,1931,21400
Navin Field,1931,30000
Polo Grounds V,1931,56000
Ebbets Field,1931,28000
Yankee Stadium I,1931,62000
Baker Bowl,1931,18800
Shibe Park,1931,33000
Forbes Field,1931,41000
Sportsman's Park III,1931,30611
Griffith Stadium,1931,32000
Fenway Park,1930,28000
Braves Field,1930,46500
Comiskey Park I,1930,52000
Wrigley Field,1930,40000
Redland Field,1930,29448
League Park IV,1930,21400
Navin Field,1930,30000
Polo Grounds V,1930,56000
Ebbets Field,1930,28000
Yankee Stadium I,1930,62000
Baker Bowl,1930,18800
Shibe Park,1930,33000
Forbes Field,1930,41000
Sportsman's Park III,1930,30611
Griffith Stadium,1930,32000
Fenway Park,1929,28000
Braves Field,1929,46500
Comiskey Park I,1929,52000
Wrigley Field,1929,40000
Redland Field,1929,29448
League Park IV,1929,21400
Navin Field,1929,30000
Polo Grounds V,1929,55000
Ebbets Field,1929,28000
Yankee Stadium I,1929,67113
Baker Bowl,1929,20000
Shibe Park,1929,30000
Forbes Field,1929,41000
Sportsman's Park III,1929,30611
Griffith Stadium,1929,32000
Fenway Park,1928,28000
Braves Field,1928,46500
Comiskey Park I,1928,52000
Wrigley Field,1928,40000
Redland Field,1928,29448
League Park IV,1928,21400
Navin Field,1928,30000
Polo Grounds V,1928,55000
Ebbets Field,1928,28000
Yankee Stadium I,1928,82000
Baker Bowl,1928,18000
Shibe Park,1928,27500
Forbes Field,1928,41000
Sportsman's Park III,1928,30611
Griffith Stadium,1928,32000
Fenway Park,1927,28000
Braves Field,1927,45000
Comiskey Park I,1927,52000
Wrigley Field,1927,38396
Redland Field,1927,29448
Dunn Field,1927,21400
Navin Field,1927,30000
Polo Grounds V,1927,55000
Ebbets Field,1927,28000
Yankee Stadium I,1927,62000
Baker Bowl,1927,18000
Shibe Park,1927,27500
Forbes Field,1927,41000
Sportsman's Park III,1927,30611
Griffith Stadium,1927,32000
Fenway Park,1926,28000
Braves Field,1926,45000
Comiskey Park I,1926,38000
Cubs Park,1926,38000
Redland Field,1926,25000
Dunn Field,1926,21400
Navin Field,1926,30000
Polo Grounds V,1926,55000
Ebbets Field,1926,28000
Yankee Stadium I,1926,58000
Baker Bowl,1926,18000
Shibe Park,1926,27500
Forbes Field,1926,41000
Sportsman's Park III,1926,30611
Griffith Stadium,1926,32000
Fenway Park,1925,24000
Braves Field,1925,45000
Comiskey Park I,1925,38000
Cubs Park,1925,32000
Redland Field,1925,25000
Dunn Field,1925,21400
Navin Field,1925,30000
Polo Grounds V,1925,43000
Ebbets Field,1925,26000
Yankee Stadium I,1925,58000
Baker Bowl,1925,18000
Shibe Park,1925,33500
Forbes Field,1925,41000
Sportsman's Park III,1925,25500
Griffith Stadium,1925,32000
Fenway Park,1924,24000
Braves Field,1924,45000
Comiskey Park I,1924,38000
Cubs Park,1924,32000
Redland Field,1924,25000
Dunn Field,1924,21400
Navin Field,1924,30000
Polo Grounds V,1924,43000
Ebbets Field,1924,26000
Yankee Stadium I,1924,58000
Baker Bowl,1924,18000
Shibe Park,1924,20000
Forbes Field,1924,25000
Sportsman's Park III,1924,25500
Griffith Stadium,1924,32000
Fenway Park,1923,24000
Braves Field,1923,45000
Comiskey Park I,1923,38000
Cubs Park,1923,32000
Redland Field,1923,25000
Dunn Field,1923,21400
Navin Field,1923,23000
Polo Grounds V,1923,43000
Ebbets Field,1923,24000
Yankee Stadium I,1923,58000
Baker Bowl,1923,18000
Shibe Park,1923,20000
Forbes Field,1923,25000
Sportsman's Park III,1923,25500
Griffith Stadium,1923,32000
Fenway Park,1922,24000
Braves Field,1922,45000
Comiskey Park I,1922,38000
Cubs Park,1922,20000
Redland Field,1922,25000
Dunn Field,1922,21400
Navin Field,1922,23000
Polo Grounds V,1922,38000
Ebbets Field,1922,24000
Baker Bowl,1922,18000
Shibe Park,1922,20000
Forbes Field,1922,25000
Sportsman's Park III,1922,25500
Clark Griffith Stadium,1922,32000
Fenway Park,1921,24000
Braves Field,1921,45000
Comiskey Park I,1921,38000
Cubs Park,1921,18000
Redland Field,1921,25000
Dunn Field,1921,21400
Navin Field,1921,23000
Polo Grounds V,1921,38000
Ebbets Field,1921,24000
Baker Bowl,1921,18000
Shibe Park,1921,20000
Forbes Field,1921,25000
Sportsman's Park III,1921,25500
National Park,1921,32000
Fenway Park,1920,24000
Braves Field,1920,45000
Comiskey Park I,1920,38000
Cubs Park,1920,18000
Redland Field,1920,25000
Dunn Field,1920,21400
Navin Field,1920,23000
Polo Grounds V,1920,38000
Ebbets Field,1920,24000
Baker Bowl,1920,18000
Shibe Park,1920,20000
Forbes Field,1920,25000
Cardinal Field,1920,20000
Sportsman's Park III,1920,25500
National Park,1920,27410
Fenway Park,1919,24000
Braves Field,1919,45000
Comiskey Park I,1919,38000
Cubs Park,1919,18000
Redland Field,1919,25000
Dunn Field,1919,21400
Navin Field,1919,23000
Brush Stadium,1919,36000
Ebbets Field,1919,24000
Baker Bowl,1919,18300
Shibe Park,1919,26000
Forbes Field,1919,25000
Cardinal Field,1919,20000
Sportsman's Park III,1919,25500
National Park,1919,27410
Fenway Park,1918,24000
Braves Field,1918,45000
Comiskey Park I,1918,38000
Weeghman Park,1918,18000
Redland Field,1918,25000
Dunn Field,1918,21400
Navin Field,1918,23000
Brush Stadium,1918,36000
Ebbets Field,1918,24000
Baker Bowl,1918,18300
Shibe Park,1918,26000
Forbes Field,1918,25000
Cardinal Field,1918,20000
Sportsman's Park III,1918,25500
National Park,1918,27410
Fenway Park,1917,24000
Braves Field,1917,45000
Comiskey Park I,1917,35000
Weeghman Park,1917,18000
Redland Field,1917,25000
Dunn Field,1917,21400
Navin Field,1917,23000
Brush Stadium,1917,36000
Ebbets Field,1917,24000
Baker Bowl,1917,18800
Shibe Park,1917,26000
Forbes Field,1917,25000
Robison Field,1917,20000
Sportsman's Park III,1917,25500
National Park,1917,27410
Fenway Park,1916,24000
Braves Field,1916,45000
Comiskey Park I,1916,35000
Weeghman Park,1916,18000
Redland Field,1916,25000
Dunn Field,1916,21400
Navin Field,1916,23000
Brush Stadium,1916,34000
Ebbets Field,1916,24000
Baker Bowl,1916,18800
Shibe Park,1916,26000
Forbes Field,1916,25000
Robison Field,1916,20000
Sportsman's Park III,1916,25500
National Park,1916,27410
Fenway Park,1915,24000
Braves Field,1915,45000
West Side Grounds,1915,16000
Comiskey Park I,1915,35000
Weeghman Park,1915,18000
Redland Field,1915,25000
Somers Park,1915,21400
Navin Field,1915,23000
Brush Stadium,1915,34000
Ebbets Field,1915,24000
Washington Park IV,1915,18800
Baker Bowl,1915,18800
Shibe Park,1915,26000
Exposition Park III,1915,16000
Forbes Field,1915,25000
Robison Field,1915,20000
Sportsman's Park III,1915,25500
National Park,1915,27410
South End Grounds III,1914,11000
Fenway Park,1914,24000
West Side Grounds,1914,16000
Comiskey Park I,1914,35000
Weeghman Park,1914,14000
Redland Field,1914,25000
Somers Park,1914,21400
Navin Field,1914,23000
Brush Stadium,1914,34000
Ebbets Field,1914,24000
Washington Park IV,1914,18800
Baker Bowl,1914,18800
Shibe Park,1914,26000
Exposition Park III,1914,16000
Forbes Field,1914,24000
Robison Field,1914,20000
Sportsman's Park III,1914,25500
National Park,1914,27410
South End Grounds III,1913,11000
Fenway Park,1913,24000
West Side Grounds,1913,16000
Comiskey Park I,1913,35000
Redland Field,1913,25000
Somers Park,1913,21400
Navin Field,1913,23000
Brush Stadium,1913,34000
Ebbets Field,1913,24000
Baker Bowl,1913,17000
Shibe Park,1913,26000
Forbes Field,1913,24000
Robison Field,1913,20000
Sportsman's Park III,1913,25500
National Park,1913,27410
South End Grounds III,1912,11000
Fenway Park,1912,24000
West Side Grounds,1912,16000
White Sox Park II,1912,35000
Redland Field,1912,25000
Somers Park,1912,21400
Navin Field,1912,23000
Washington Park III,1912,16000
Hilltop Park,1912,17000
Brush Stadium,1912,34000
National League Park,1912,17000
Shibe Park,1912,23000
Forbes Field,1912,24000
Robison Field,1912,20000
Sportsman's Park III,1912,25500
National Park,1912,27410
South End Grounds III,1911,9800
Huntington Avenue Baseball Grounds,1911,14000
West Side Grounds,1911,16000
White Sox Park II,1911,35000
Palace of the Fans,1911,12000
Somers Park,1911,21400
Bennett Park,1911,14000
Polo Grounds IV,1911,16000
Washington Park III,1911,14000
Hilltop Park,1911,17000
Brush Stadium,1911,26000
National League Park,1911,17000
Shibe Park,1911,23000
Forbes Field,1911,24000
League Park,1911,20000
Sportsman's Park III,1911,25500
National Park,1911,10500
South End Grounds III,1910,9800
Huntington Avenue Baseball Grounds,1910,14000
West Side Grounds,1910,16000
South Side Park III,1910,15000
White Sox Park II,1910,35000
Palace of the Fans,1910,12000
Somers Park,1910,21400
Bennett Park,1910,14000
Polo Grounds IV,1910,16000
Washington Park III,1910,14000
Hilltop Park,1910,15000
National League Park,1910,17000
Shibe Park,1910,23000
Forbes Field,1910,24000
League Park,1910,20000
Sportsman's Park III,1910,24040
American League Park II,1910,9000
South End Grounds III,1909,9800
Huntington Avenue Baseball Grounds,1909,14000
West Side Grounds,1909,16000
South Side Park III,1909,15000
Palace of the Fans,1909,12000
League Park III,1909,11600
Bennett Park,1909,10500
Polo Grounds IV,1909,16000
Washington Park III,1909,14000
Hilltop Park,1909,15000
National League Park,1909,14000
Shibe Park,1909,23000
Exposition Park III,1909,6500
Forbes Field,1909,23000
League Park,1909,20000
Sportsman's Park III,1909,24040
American League Park II,1909,9000
South End Grounds III,1908,9800
Huntington Avenue Baseball Grounds,1908,12500
West Side Grounds,1908,16000
South Side Park III,1908,15000
Palace of the Fans,1908,12000
League Park III,1908,12600
Bennett Park,1908,10500
Polo Grounds IV,1908,16000
Washington Park III,1908,14000
Hilltop Park,1908,15000
National League Park,1908,14000
Columbia Park,1908,13600
Exposition Park III,1908,6500
League Park,1908,15000
Sportsman's Park II,1908,17000
American League Park II,1908,9000
South End Grounds III,1907,6600
Huntington Avenue Baseball Grounds,1907,12500
West Side Grounds,1907,14200
South Side Park III,1907,15000
Palace of the Fans,1907,12000
League Park III,1907,11600
Bennett Park,1907,8500
Polo Grounds IV,1907,16000
Washington Park III,1907,12000
Hilltop Park,1907,15000
National League Park,1907,14000
Columbia Park,1907,13600
Exposition Park III,1907,6500
League Park,1907,15000
Sportsman's Park II,1907,17000
American League Park II,1907,9000
South End Grounds III,1906,6600
Huntington Avenue Baseball Grounds,1906,12500
West Side Grounds,1906,14200
South Side Park III,1906,14000
Palace of the Fans,1906,12000
League Park III,1906,11600
Bennett Park,1906,8500
Polo Grounds IV,1906,16000
Washington Park III,1906,12000
Hilltop Park,1906,15000
National League Park,1906,14000
Columbia Park,1906,13600
Exposition Park III,1906,6500
League Park,1906,15000
Sportsman's Park II,1906,15000
American League Park II,1906,9000
South End Grounds III,1905,6600
Huntington Avenue Baseball Grounds,1905,12500
West Side Grounds,1905,14200
South Side Park III,1905,14000
Palace of the Fans,1905,12000
League Park III,1905,11600
Bennett Park,1905,8500
Polo Grounds IV,1905,16000
Washington Park III,1905,12000
Hilltop Park,1905,15000
National League Park,1905,14000
Columbia Park,1905,13600
Exposition Park III,1905,6500
League Park,1905,15000
Sportsman's Park II,1905,15000
American League Park II,1905,9000
South End Grounds III,1904,6600
Huntington Avenue Baseball Grounds,1904,9000
West Side Grounds,1904,13000
South Side Park III,1904,14000
Palace of the Fans,1904,12000
League Park III,1904,11200
Bennett Park,1904,8500
Polo Grounds IV,1904,16000
Washington Park III,1904,12000
Hilltop Park,1904,15000
National League Park,1904,14000
Columbia Park,1904,10000
Exposition Park III,1904,6500
League Park,1904,15000
Sportsman's Park II,1904,15000
American League Park II,1904,7000
South End Grounds III,1903,6600
Huntington Avenue Baseball Grounds,1903,9000
West Side Grounds,1903,13000
South Side Park III,1903,14000
Palace of the Fans,1903,12000
League Park III,1903,11200
Bennett Park,1903,8500
Polo Grounds IV,1903,16000
Washington Park III,1903,12000
Hilltop Park,1903,15000
National League Park,1903,14000
Columbia Park,1903,10000
Exposition Park III,1903,6500
League Park,1903,15000
Sportsman's Park II,1903,15000
Rocky Point Park,1903,10000
American League Park I,1903,7000
South End Grounds III,1902,6600
Huntington Avenue Baseball Grounds,1902,9000
West Side Grounds,1902,13000
South Side Park III,1902,14000
Palace of the Fans,1902,12000
League Park III,1902,9000
Bennett Park,1902,8500
Burns Park,1902,6500
Polo Grounds IV,1902,16000
Washington Park III,1902,12000
National League Park,1902,14000
Columbia Park,1902,9500
Exposition Park III,1902,6500
League Park,1902,15000
Sportsman's Park II,1902,15000
American League Park I,1902,7000
South End Grounds III,1901,6600
Huntington Avenue Baseball Grounds,1901,9000
West Side Grounds,1901,13000
South Side Park III,1901,12500
League Park II,1901,9000
League Park III,1901,9000
Bennett Park,1901,8500
Burns Park,1901,6000
Lloyd Street Grounds,1901,10000
Polo Grounds IV,1901,16000
Washington Park III,1901,12000
National League Park,1901,14000
Columbia Park,1901,9500
Exposition Park III,1901,6500
League Park,1901,15000
American League Park I,1901,7000
South End Grounds III,1900,6600
West Side Grounds,1900,13000
League Park II,1900,7000
Polo Grounds IV,1900,16000
Washington Park III,1900,12000
National League Park,1900,14000
Exposition Park III,1900,6500
League Park,1900,15000
Oriole Park III,1899,11000
South End Grounds III,1899,6600
West Side Grounds,1899,13000
League Park II,1899,7000
League Park III,1899,9000
Polo Grounds IV,1899,16000
Washington Park III,1899,12000
National League Park,1899,14000
Exposition Park III,1899,6500
League Park,1899,15000
Boundary Field,1899,6500
Oriole Park III,1898,11000
South End Grounds III,1898,6600
West Side Grounds,1898,13000
League Park II,1898,7000
League Park III,1898,9000
Polo Grounds IV,1898,16000
Washington Park III,1898,12000
National League Park,1898,14000
Exposition Park III,1898,6500
League Park,1898,5500
Boundary Field,1898,6500
Oriole Park III,1897,11000
South End Grounds III,1897,6600
West Side Grounds,1897,13000
League Park II,1897,7000
League Park III,1897,9000
Polo Grounds IV,1897,16000
National League Park,1897,14000
Exposition Park III,1897,6500
Robison Field,1897,5500
Boundary Field,1897,6500
Oriole Park III,1896,6500
South End Grounds III,1896,6600
West Side Grounds,1896,13000
League Park II,1896,7000
League Park III,1896,9000
Polo Grounds IV,1896,16000
Huntingdon Street Grounds,1896,14000
Exposition Park III,1896,6500
Robison Field,1896,5500
Boundary Field,1896,6500
Oriole Park III,1895,6500
South End Grounds III,1895,6600
West Side Grounds,1895,13000
League Park II,1895,7000
League Park III,1895,9000
Polo Grounds IV,1895,16000
Huntingdon Street Grounds,1895,14000
Exposition Park III,1895,6500
Robison Field,1895,5500
Boundary Field,1895,6500
Oriole Park III,1894,6000
South End Grounds II,1894,8500
South End Grounds III,1894,5000
West Side Grounds,1894,13000
League Park II,1894,7000
League Park III,1894,9000
Polo Grounds IV,1894,16000
Huntingdon Grounds I,1894,15000
Exposition Park III,1894,6500
Robison Field,1894,5500
Boundary Field,1894,6500
Oriole Park III,1893,6000
South End Grounds II,1893,8500
West Side Grounds,1893,13000
League Park III,1893,9000
Polo Grounds IV,1893,16000
Huntingdon Grounds I,1893,15000
Exposition Park III,1893,6500
Robison Field,1893,5500
Boundary Field,1893,6500
Oriole Park III,1892,6000
South End Grounds II,1892,6800
League Park III,1892,9000
Polo Grounds IV,1892,16000
Huntingdon Grounds I,1892,15000
Exposition Park III,1892,6500
Sportsman's Park I,1892,12000
Boundary Field,1892,6500
Oriole Park III,1891,6000
South End Grounds II,1891,6800
League Park III,1891,9000
Recreation Park II,1891,6500
Borchert Field,1891,10000
Polo Grounds IV,1891,16000
Huntingdon Grounds I,1891,15000
Exposition Park III,1891,6500
Sportsman's Park I,1891,12000
Boundary Field,1891,6500
South End Grounds II,1890,6800
West Side Park,1890,6000
Recreation Park II,1890,6500
Washington Park II,1890,3000
Polo Grounds III,1890,15000
Polo Grounds IV,1890,16000
Huntingdon Grounds I,1890,15000
Recreation Park,1890,17000
Exposition Park III,1890,6500
Sportsman's Park I,1890,12000
Oriole Park I,1889,5000
South End Grounds II,1889,6800
West Side Park,1889,6000
Recreation Park II,1889,6500
Washington Park I,1889,3000
Washington Park II,1889,3000
Polo Grounds III,1889,15000
Huntingdon Grounds I,1889,15000
Recreation Park,1889,17000
Sportsman's Park I,1889,12000
Swampoodle Grounds,1889,6000
Oriole Park I,1888,5000
South End Grounds II,1888,6800
West Side Park,1888,6000
Polo Grounds I (Southeast Diamond),1888,20709
Washington Park I,1888,3000
Huntingdon Grounds I,1888,15000
Recreation Park,1888,17000
Sportsman's Park I,1888,12000
Swampoodle Grounds,1888,6000
Oriole Park I,1887,5000
West Side Park,1887,6000
Polo Grounds I (Southeast Diamond),1887,20709
Washington Park I,1887,3000
Huntingdon Grounds I,1887,12500
Recreation Park,1887,17000
Sportsman's Park I,1887,12000
Swampoodle Grounds,1887,6000
Oriole Park I,1886,5000
West Side Park,1886,6000
Polo Grounds I (Southeast Diamond),1886,20709
Washington Park I,1886,3000
Recreation Park,1886,17000
Sportsman's Park I,1886,12000
Palace Park of America,1886,10000
Swampoodle Grounds,1886,6000
Oriole Park I,1885,5000
Olympic Park I,1885,5000
West Side Park,1885,6000
Polo Grounds I (Southeast Diamond),1885,20709
Washington Park I,1885,3000
Recreation Park,1885,17000
Sportsman's Park I,1885,6000
Palace Park of America,1885,10000
Oriole Park I,1884,5000
Dartmouth Grounds,1884,4000
Olympic Park I,1884,5000
Lake Front Park III,1884,10000
Recreation Park I,1884,6500
Polo Grounds I (Southeast Diamond),1884,20709
Washington Park I,1884,3000
Recreation Park,1884,17000
Sportsman's Park I,1884,6000
Palace Park of America,1884,10000
Athletic Park,1884,6000
Oriole Park I,1883,5000
Lake Front Park III,1883,10000
Recreation Park I,1883,6500
Polo Grounds I (Southeast Diamond),1883,20709
Sportsman's Park I,1883,6000
White Stocking Park,1882,5000
Sportsman's Park I,1882,6000
White Stocking Park,1881,5000
White Stocking Park,1880,5000
White Stocking Park,1879,5000
White Stocking Park,1878,5000
Milwaukee Base-Ball Grounds,1878,4000
Union Grounds,1878,1500
Union Park,1878,2500
Union Grounds,1877,1500
Union Grounds,1876,1500
Union Grounds,1875,1500
Red Stocking Base-Ball Park,1875,3000
Olympic Grounds,1875,500
Union Grounds,1874,1500
Union Grounds,1873,1500
Olympic Grounds,1873,500
Union Grounds,1872,1500
Olympic Grounds,1872,500
White Stocking Grounds,1871,7000
Union Grounds,1871,1500
Olympic Grounds,1871,500
